,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-A5-A7WK-01A-11R-A34R-07,-2.5861242,0.05230004,0.009607784,0.086658046,2.6872957,1.3106201,0.8340323,-1.3594165,1.7768044,-1.0519533,3.046855,1.933548,0.8431805,-0.8626802,0.85728484,4.995427,-1.5707557,2.2915752,1.4574608,-1.2986525,4.3874044,-1.8113264,-2.2028973,-2.9120953,-0.6778913,-3.0237803,-1.2750535,2.7805495,2.4682329,0.19154055,-0.7801878,0.8618257,33.62903,
TCGA-AX-A06H-01A-11R-A118-07,-0.14660533,0.81014156,-3.6739087,1.8379903,-0.22765352,4.298142,1.027158,1.5581899,0.7553978,-2.6392465,-1.8284403,-2.2805939,0.7322225,2.2083564,-0.048707895,-0.3264724,0.8081157,-0.37689677,-2.2398076,1.9437407,-1.4310879,-1.017595,-3.4644625,3.1618237,-2.034471,-1.0929343,0.8986614,0.27684462,-0.21393083,-0.5502958,0.035001688,-2.7200718,8.25465,0.0
TCGA-DI-A2QT-01A-12R-A19W-07,-0.9238514,-4.43434,-1.9152468,-1.0783209,0.6234829,1.9190379,0.14389315,-2.7652206,0.0100975465,1.2513717,2.8495681,2.277002,5.5558043,1.2255777,1.4115733,-0.13151556,-2.0735958,0.281686,-2.9220948,-3.8580308,3.3062725,-1.1001321,-3.574169,-0.3274609,2.1047618,-2.8552759,-1.7574369,0.029849518,0.43672857,0.7413715,-1.2725725,-2.2740293,37.260563,
TCGA-PG-A6IB-01A-21R-A31O-07,0.2024848,-0.07292608,0.27406338,-0.7147005,-1.2922101,5.8383875,0.7719222,2.4759674,-5.9096313,-0.7067773,-2.0045729,1.1711206,5.5121717,-3.3227708,0.94839084,4.195229,0.7789923,-1.5707548,-3.574674,1.6019849,-0.22084594,-0.46470186,-6.999521,-1.0567329,3.3474007,-1.8340482,-0.2061501,-1.5979627,3.28339,0.28954664,-0.07608611,0.32687882,32.98514,
TCGA-PG-A915-01A-11R-A37O-07,0.9805814,-1.4245882,1.3314041,-0.8066365,-1.353751,0.74202657,1.3783497,-1.010327,0.7920357,-0.7025383,0.89971906,2.6554701,-1.9466097,-0.9908364,-0.43144915,2.762822,-1.2499317,1.4086543,-3.2847362,-0.1531548,4.659582,-0.49607816,0.07997157,-1.7731055,1.2153645,-1.8557576,-2.05526,-2.4259508,2.6387947,-0.24806078,-3.5109854,-0.5938096,29.980776,
TCGA-D1-A1O5-01A-11R-A14D-07,-0.75762415,-1.1100544,-3.9776282,-0.5300647,2.5285907,0.5929019,-2.3909407,-4.251414,-1.1664174,0.54918534,-0.68831736,0.8950445,1.4136187,1.5208948,0.48908952,0.7002112,-0.49163264,4.0828567,-0.35100445,1.5492254,-0.3755217,0.7181042,0.7762358,-0.7120894,-2.62356,-1.396569,-1.0429187,-2.3640366,1.1395034,1.8450354,2.1736126,3.0395024,18.875244,0.0
TCGA-B5-A11X-01A-11R-A10J-07,0.054627106,1.6064116,-0.29329827,-0.75404495,0.7252034,10.793063,4.291573,-0.092952766,-4.1760306,-6.087231,-0.5172006,-4.3952513,4.1111317,-6.3317256,1.2169794,-5.864885,0.38842422,3.9782455,-5.087279,-2.3391507,3.6232407,-1.9228516,-7.2879186,2.2789407,0.8288897,1.3175375,6.440358,-0.932299,1.7026013,0.5608375,-2.0793643,5.892195,12.46272,1.0
TCGA-EY-A2OP-01A-11R-A19W-07,-1.7127562,-0.40483955,2.1341455,0.7022702,-1.5152359,0.7072752,1.6764468,-2.4101946,-0.71520203,-1.2581416,1.4830643,1.0146142,0.96138453,-3.9191208,-0.7887918,2.3420017,0.7759193,0.8961989,0.043350928,-0.733924,1.0622586,-1.8794256,0.58491206,-2.4017062,-0.31316102,-2.8545213,-0.1635163,2.0263956,0.23633459,-2.0772803,-1.921278,-0.81122273,32.96474,
TCGA-BS-A0TJ-01A-11R-A104-07,2.3639133,-0.25929248,1.0977503,-1.4842249,-0.85862,5.0105734,-0.21068804,-0.65646833,-0.43021032,-2.212686,0.80159855,0.50964785,0.36894333,-2.0742674,0.11691268,1.6654587,-1.0985131,-0.9386059,-3.0272393,0.87194705,-2.1788344,-0.6876992,-0.8252044,-0.57690215,-2.2041593,-1.1254821,2.5864432,1.4995992,-0.61316234,1.1631888,-2.0217185,2.9781592,8.1851425,0.0
TCGA-AX-A06L-01A-11R-A118-07,0.19811302,-0.7663589,-0.12320742,-7.436649,-2.5799909,-1.923908,0.42849842,-0.805162,-4.5820465,-4.137781,-1.4996734,-2.4945667,-1.8655363,10.603133,-0.022303332,4.965587,5.1241293,5.6923923,-2.3642302,-2.5059435,-1.4648217,-2.145207,-2.111838,1.6495619,-1.7771021,-7.328116,5.8871007,-3.8251934,-2.2960389,0.007886133,5.31914,0.6010645,11.496151,0.0
TCGA-AP-A053-01A-21R-A00V-07,1.3242259,-0.7883197,1.2777727,0.18845004,1.8996123,4.347828,0.66610235,-1.1276249,1.842222,-1.7635585,0.6488513,1.9884483,-2.6239877,-3.2132282,-3.6905222,0.42509404,0.156704,2.354076,-7.851132,0.8295724,3.7438955,-7.3588243,-3.583986,0.2583557,-1.0166593,-5.5932894,-0.1182119,4.0682244,1.0639596,-2.3110974,-3.7784414,2.934787,20.131964,0.0
TCGA-EO-A3KU-01A-11R-A22K-07,2.933767,1.0062299,1.4666722,-0.8286431,-0.6984568,0.09259117,2.5416439,-3.2544715,0.5041206,-1.5805569,-0.5221531,0.08909469,1.2281278,1.3896643,-2.176193,3.1763234,0.3815827,0.13975036,-3.909345,-0.45049787,4.799538,-1.7397014,-0.5077922,-1.639231,2.171209,-2.2921035,-1.433684,-1.4535604,2.2714987,2.3704028,-3.2773223,-0.309529,30.943222,
TCGA-KJ-A3U4-01A-11R-A22K-07,2.1682522,1.2342255,2.3273969,-0.76785743,1.1452081,1.4090874,2.7874866,-3.913348,2.1306946,-2.5511699,-0.28261507,-1.0612191,2.3819208,1.6394812,-3.4164572,3.8276057,-0.13014795,0.21950528,-1.910108,-4.1599655,3.8345003,1.2924215,-0.23356521,1.1095508,-1.2437735,-2.196442,-2.5935547,0.09951825,3.5904374,0.64875007,-1.8344544,-0.651372,39.900734,
TCGA-AJ-A3OL-01A-11R-A22K-07,-0.60872227,0.51964056,0.19714592,-0.41461277,-3.5719745,-1.2386988,0.89579135,-2.6633627,-0.49737802,-2.8638537,0.5792748,0.1906623,-0.3398818,-2.8138514,-3.3917274,5.8736873,-0.005384985,-0.7222092,-0.6095321,1.0467079,0.003496391,-0.17215823,0.15614061,-5.002105,0.34235108,-3.7147448,0.027483944,-0.78061694,1.5060159,-0.14158852,-2.9670496,0.75711524,25.960821,
TCGA-2E-A9G8-01A-11R-A40A-07,2.1698658,-2.8184736,1.8531557,0.3590736,-2.0884411,0.8975947,0.64448595,-1.6788702,0.49432096,1.7213366,2.0955632,-0.07013542,1.6968508,2.3331232,-3.4584591,4.169192,-0.020278184,3.6726465,-2.2547896,-1.2131125,4.888786,0.9982524,-2.1176355,1.0925515,-0.5154031,-1.9337281,-3.5761912,-1.4124655,3.268276,-1.333267,-2.8917282,-1.280615,43.74714,
TCGA-EY-A1GL-01A-11R-A13S-07,-3.270264,-1.6501595,-1.5210468,4.0009995,2.7856092,2.9928741,1.0179714,-0.5753848,-1.8392106,-6.1042323,5.3596716,-1.6395173,5.6802115,0.49023926,3.6060207,1.5820395,1.9532344,1.5235207,2.5202985,-4.3911114,1.7376897,2.427288,-6.6628127,-1.9050976,-1.5012845,-4.083818,2.4602485,5.158797,-2.2649016,-0.23788878,-6.159543,3.3053284,12.42226,0.0
TCGA-B5-A0K6-01A-11R-A040-07,-2.513896,-3.5063417,-1.1117463,0.068257935,-0.9268113,-0.27531978,-2.4776018,1.8358384,0.37978137,-0.4514083,-2.2071655,3.6784682,0.6165559,-0.44777915,0.44924217,2.8199515,0.9831632,1.7877337,2.1852934,-2.5513089,-0.9462851,1.4411843,-3.3597052,0.75227714,1.5407377,-1.6032034,2.4039693,1.2215176,0.703983,-0.8793585,2.6621866,-1.4953516,7.800546,0.0
TCGA-BG-A3EW-01A-11R-A22K-07,0.37914464,0.8587486,0.419745,0.39023808,-1.0582614,-0.36977822,0.20615467,-4.651887,-0.092903584,-3.7314827,0.8793218,-0.22910325,-0.3025214,-2.7712135,-2.0362883,2.7501402,-0.6695981,-2.483051,-1.4671313,-2.715199,3.0122688,-0.23375817,0.5582743,-3.9194636,0.083466575,-3.1584384,-1.1540833,1.3573211,-0.16883259,-0.71151835,-1.2707171,-1.0171195,20.22889,
TCGA-BS-A0UF-01A-11R-A104-07,-2.985835,-0.17727861,-2.4260707,-6.5519595,0.35959697,3.4095407,0.036584314,-1.9887782,-1.6266901,-6.8833427,-2.3713093,3.298358,-1.8812572,-1.9707885,1.4917018,2.1597981,-1.5382049,1.0619445,-1.8230958,2.3741992,-1.1430769,-0.13436164,0.96924704,-1.8280708,-1.6739756,0.0005881152,0.69028467,-2.9532,6.8409414,-2.5834608,2.5050483,1.7565521,12.261592,0.0
TCGA-EC-A24G-01A-11R-A16F-07,-1.0360482,0.24994093,0.23595238,0.099380314,-0.6066364,2.0833914,-0.92683935,-0.7880735,0.30921516,-2.9036531,-1.843445,0.3212078,0.59986055,0.8353553,-1.5673782,-0.09345605,0.24785712,-0.624147,-1.3458927,-1.0106932,0.61006755,1.1611621,-1.3090732,-0.853453,-2.2292688,0.93596876,1.7879813,0.91773313,-0.5240907,2.020729,-0.87782556,-1.1087664,10.838483,
TCGA-AP-A0L9-01A-11R-A040-07,2.883623,-1.6488522,4.690127,-4.6364517,0.87434477,2.8980484,-1.8944063,2.4903967,1.1204668,1.4651495,2.7488432,3.0866497,0.010152552,-0.40785816,-3.8430567,5.524164,-4.246455,3.8817532,-2.382275,-1.4392506,1.0366786,-1.4823818,-1.442992,0.7288989,-0.2954782,-1.0596795,-2.324872,0.4605467,2.241859,-0.8466992,-2.2350152,4.7504797,20.839252,0.0
TCGA-A5-A0G3-01A-11R-A040-07,-0.84788036,-8.713586,4.047779,-4.6744037,-2.965521,2.9658322,-2.6276636,3.8349736,2.8912287,-4.6847076,-4.2674365,5.2808466,1.6810614,-0.35917136,-2.186947,9.737097,-1.9375867,4.322293,-0.7834539,-10.089617,10.808392,-3.114359,2.240645,-4.2579827,6.318442,-2.24965,5.0940375,-4.9413953,4.5639563,4.5241923,5.703227,5.3680563,13.685803,1.0
TCGA-D1-A3JQ-01A-11R-A22K-07,2.2692227,-0.3719036,1.3001091,-0.7014362,-2.5330286,-0.45327404,1.2222252,-0.9580538,0.07347141,-1.4340008,2.305909,0.95008445,0.30158076,3.4856899,-2.7201939,4.5727706,-0.08406653,0.81167203,-2.870332,-0.6151767,3.911783,2.056275,-0.71844035,-1.0707355,1.068916,-0.69402575,-1.7323949,-2.5762858,2.4894874,2.21884,-1.8015318,0.19294438,19.956438,
TCGA-D1-A17C-01A-11R-A12I-07,-4.004412,-5.0112157,-2.8845768,0.40107104,-1.583239,4.689917,-2.542699,1.2352176,-1.7156222,-5.2534447,-1.4564503,5.036877,0.28322282,0.5349037,1.3304977,0.6505197,1.64669,-0.14847906,1.8103946,-3.0945907,1.1323395,-2.1542385,-3.1249626,0.40550345,0.94304645,1.6169109,4.6632724,0.7978383,-0.59897393,1.0219336,1.2189988,2.5616124,4.080751,0.0
TCGA-EY-A1GP-01A-11R-A13S-07,0.6808375,-0.20024589,-4.9338675,-1.2672402,2.0195835,-3.6004586,2.820037,-0.32910308,-3.65551,-5.6014466,1.2239691,-2.0687537,1.5504336,-2.1099226,-2.745912,7.890041,2.2281945,0.12854865,-0.82854843,-3.6543064,2.7823186,-1.5294967,-2.400996,-5.1274815,4.0075197,-0.17909053,3.0462556,1.5019361,1.0294151,-0.7742162,-2.2806616,3.7863278,15.44268,0.0
TCGA-AX-A062-01A-11R-A00V-07,2.0008922,1.9761046,-2.9915104,2.8694763,-0.2587632,1.115781,3.6902118,-2.5815835,0.34174165,-1.2076002,2.8982165,-3.0037405,1.1610848,1.6207243,-1.3452245,-1.0273738,0.8726126,4.0289264,-0.14569582,1.4853394,-0.45053667,-2.6567192,-2.618244,-0.3553019,-0.737343,-5.583746,1.9124609,-2.9758742,-4.478439,-0.9509526,-3.9459562,0.21853313,12.36749,0.0
TCGA-D1-A0ZP-01A-21R-A10J-07,3.3292582,-1.8231657,0.651165,-3.121204,1.8251314,1.7688174,0.88198036,-4.4665184,0.8112236,-6.1787486,1.60877,5.79319,1.360296,0.16066805,-2.778101,0.9392593,0.56157374,0.8722225,-4.0460005,-2.01169,5.9081707,-4.3603973,-0.5116066,-1.7036641,2.9168577,-0.93997234,1.5291613,-0.861787,-3.7570927,1.3454221,-1.4341129,-0.33663842,20.964851,1.0
TCGA-D1-A168-01A-31R-A12I-07,-4.547027,-10.39817,-1.4863863,3.5599298,-1.113842,11.11023,-4.10145,-2.8911726,-0.19806622,-6.148309,2.3718271,4.6398654,4.029762,-1.9002057,3.8815622,4.5919523,0.8469492,-1.8714032,2.411761,-6.379382,-0.75774133,-4.268207,-2.5268822,1.4300463,-3.900564,-1.793932,5.0215516,5.5300417,-2.6385126,-0.5145887,-1.7103888,6.9188013,11.3785715,0.0
TCGA-AJ-A5DW-01A-11R-A27V-07,-2.0795004,1.7098483,0.18399696,-2.2034323,0.55808675,0.6430358,2.150846,-3.5575273,-0.076336905,-1.9025308,0.32890403,0.5124922,0.74062043,-1.0824713,1.0036982,-0.32480067,-0.4263036,0.6946183,-1.6148278,2.2324975,1.2757531,-1.7944925,0.25557673,-3.1294284,-4.1313586,-1.3634752,-0.6134436,0.4801706,1.4126191,-0.17546503,-2.0570407,-0.8801748,18.138968,
TCGA-AP-A1DK-01A-11R-A137-07,1.6293381,2.9128013,-2.3671799,-2.913652,-3.357148,1.8204395,1.8355687,0.68746495,-1.9283841,-2.1359727,2.4307165,-2.2336519,-1.195233,1.8179774,-1.7697307,5.5873713,0.033055183,4.1935873,-3.4209797,1.1515082,-5.0257063,2.1635401,-1.3645325,-1.4275721,0.22951148,-1.9244978,2.1477556,-4.7818117,0.031151446,-0.24238686,4.9249773,4.463247,14.167732,0.0
TCGA-A5-A1OK-01A-11R-A14M-07,-0.91657937,1.1435103,1.2952989,-0.4591512,-0.96997327,-0.05348171,-1.4765145,-1.454364,1.024387,-1.9877498,-1.4742112,-0.81561637,-1.38134,0.5881295,-2.458808,1.5006851,0.45723066,-1.3026851,0.78282857,-3.3068516,1.4650304,0.6432314,0.011848669,-2.1653256,-1.4497647,-0.45469588,3.3972583,1.0797658,1.5404712,1.2353344,-0.037966993,1.6205441,6.4351416,0.0
TCGA-AP-A0LD-01A-11R-A040-07,0.13580519,-4.643104,-3.2084134,-0.28731722,-2.7409382,0.84844214,-3.3540902,4.7543135,0.36965787,2.68484,-1.0928401,1.2796288,3.2538183,-3.7797134,-1.9307749,6.697269,1.5332901,1.4114225,-0.010404358,1.1129696,-3.095123,-3.250032,-5.2656136,0.06359739,2.9718688,-5.4640226,1.4674946,-0.04385477,-3.9551663,-0.6829334,0.7558962,4.053327,13.47324,0.0
TCGA-D1-A176-01A-11R-A12I-07,-3.0801735,-1.8523252,-0.5878394,-0.7884135,0.791427,0.82764596,-2.9633477,-1.6834272,0.49468556,-1.5611333,-2.0333338,3.0768173,-0.5708392,-2.9798796,-1.667795,1.1647424,-0.85862654,0.3874205,0.73449004,-2.7880492,-0.09165634,1.4764769,0.25464386,-1.1000487,-0.86544377,-1.9448973,3.0483265,1.0197558,1.9449492,-0.10276513,1.6374639,-2.4024012,5.081806,0.0
TCGA-BS-A0VI-01A-11R-A14D-07,-1.7000967,-3.7702723,-2.3918855,3.6114652,-0.62366796,-1.2374353,0.8334735,4.9960575,0.6235013,-0.6220463,-1.3083801,-0.8743889,3.3638067,2.933358,1.465221,0.25362605,-0.7173076,0.78799105,-0.20036091,-2.7492619,-2.7357655,-2.189438,-5.4192896,-0.054644298,0.99212414,-6.566275,3.5683453,5.3233232,-2.3775032,0.5754702,-0.52460927,1.8552102,12.700528,0.0
TCGA-B5-A0JT-01A-21R-A118-07,-0.42655092,0.12329744,1.3734548,-1.2445377,1.2275358,0.01153975,-0.40190274,-2.2051961,1.4250102,-1.8748924,-0.94036895,0.7046323,1.9428132,-0.20566571,-2.5063753,-0.52104545,-0.18224663,-0.42038038,-0.55061275,-1.7882403,1.4555591,-0.38634777,0.3838411,-1.3679502,-1.5417545,-0.054586004,-0.37941086,0.47239682,0.15159675,0.5694976,-1.5796806,-0.02323821,12.200565,0.0
TCGA-FI-A3PV-01A-11R-A22K-07,0.7569489,-1.6315435,-1.2773063,-0.707707,0.3224507,0.83404285,0.5948532,-1.9883687,1.1026618,1.9253774,0.41974854,1.3468622,0.48979902,-0.53655785,-0.45018068,3.3356097,-3.0359216,2.6889944,-3.0857267,0.99242556,4.2204113,-0.28516757,-1.4360955,-2.360958,0.34616727,-2.7498026,-0.75706387,-1.194555,1.8507435,4.069257,-2.59035,-2.083658,27.539272,
TCGA-AX-A2HH-01A-11R-A32Y-07,2.1058226,-3.7971463,-0.6096657,2.750064,-1.0019706,-1.6494313,0.32036898,-4.7414575,-0.6467817,-6.162756,6.5275383,-3.6255395,0.090389736,-3.9511957,0.465854,2.4841099,-1.5284358,-0.50679296,-0.89092666,-2.96646,0.6975278,0.44021356,-1.099688,-7.0083933,-1.0531379,-4.381129,-0.19176486,-2.5561123,0.45132557,-3.3104293,-5.4243546,2.9586847,16.155567,0.0
TCGA-B5-A11I-01A-11R-A10J-07,0.7034974,-0.928501,2.7484155,-0.9847057,2.0779095,1.5555389,4.356933,-2.3330243,0.7846338,-3.3822975,-1.2594193,3.9817545,-0.82142717,-0.24959484,-2.0073,1.0434712,1.918963,-0.98718286,-3.6639013,-3.5254018,5.565211,-1.0415878,-1.2859895,2.761746,-0.4031005,-1.9321126,-2.1374187,-1.2614565,3.5498292,-0.47127232,2.6927752,0.9432957,16.340424,1.0
TCGA-EO-A22T-01A-21R-A18M-07,1.1872373,1.8590633,0.19927092,-3.314369,-0.77713215,3.7562418,1.3500378,-2.9581964,0.027315507,-3.1376324,0.19836533,1.2466822,2.6190958,-2.4710248,-2.9142945,1.3340262,0.34076354,-1.4206522,-3.9419284,-1.674637,-0.79123867,-1.195928,0.3070492,0.5494119,-0.19359598,-1.4392817,1.9415166,-0.7262828,-0.35801256,2.614995,-0.5157303,-1.3541476,19.536982,
TCGA-BK-A13C-01A-11R-A118-07,-0.6400543,1.1322752,4.3154397,-1.1371,-0.040207535,0.64181226,-4.94429,-3.2127428,1.984846,-1.2098142,-3.4008896,-2.1198545,0.31028542,-1.4339728,-3.7082999,2.2979114,-0.23096724,-0.8871433,0.9843913,-4.020458,1.9953341,2.9148865,-1.4723158,-1.2711582,-1.8253348,-2.5882874,6.6912713,1.9091182,6.4577246,2.438654,-3.854249,0.6887616,15.788074,0.0
TCGA-B5-A0K1-01A-11R-A16W-07,-0.74124557,-2.3325746,1.5211518,-0.54458547,-0.94408906,0.33216134,-2.4146683,-2.9917538,0.24145122,-0.4762549,1.0419592,0.8933484,0.8362886,-0.4201043,-3.0987208,0.1401925,0.12992278,2.0595493,-2.1209588,0.90099496,1.8927091,0.19241492,-0.22154725,-0.758607,-2.7171106,-1.8262712,0.3595331,-0.47509876,-1.0723215,1.5460323,-0.19879487,-0.75715834,7.5055833,0.0
TCGA-D1-A165-01A-11R-A12I-07,-2.315336,-0.4692007,0.13699505,-1.5290052,0.08055548,0.5579845,-2.5969028,-0.8238654,0.69074816,-0.11268514,-1.7274264,0.7938021,0.7745687,0.25595,-0.6303014,0.044132926,1.690685,0.32208696,-0.30949846,0.34863,2.0509698,-1.2321534,0.35351142,-0.5169897,-2.0304856,-0.91835326,3.0662897,0.57161146,0.29206446,0.29319963,-2.7679744,-1.1665035,7.9504304,0.0
TCGA-B5-A0JZ-01A-11R-A040-07,-0.9642703,0.0044274703,-2.3693204,-0.85968226,-2.6617033,2.0256398,1.457367,0.007321028,-1.58798,-1.3027635,-0.7926798,-0.33473125,-0.06864305,-0.77741426,-0.52305466,1.9097248,-1.8840337,2.2873309,-1.8778217,-1.6305207,-2.9297035,1.2747353,-0.5454685,-1.5158638,-0.4916454,-0.15972532,1.3503475,-2.2281182,1.233689,-0.66879714,3.7786486,-1.4766673,5.4554787,1.0
TCGA-D1-A16N-01A-11R-A12I-07,-3.3191423,-2.9156647,2.4868946,-1.683885,1.5935973,4.379996,-1.2098731,-2.35542,0.98377424,-5.2153664,-3.4505455,5.9313784,-0.23089464,-3.6412091,-1.9112991,4.8228106,0.19057046,2.7799706,1.3487943,-3.3706324,1.9104384,-6.4814315,-0.60232747,0.671698,-3.0753427,-1.3779213,1.8068247,2.3968124,3.8734303,-1.5688639,-0.06402574,3.0264814,15.492082,0.0
TCGA-D1-A2G7-01A-21R-A180-07,1.7085034,-0.75232834,-1.3307295,-0.9626684,0.099774234,0.013938479,0.48825726,-2.7019997,0.9070917,0.08460093,0.840392,2.0264077,-1.3131764,1.6753296,-1.8564255,0.37405413,-1.0423156,0.8810229,-2.843301,0.10454877,2.6733146,-1.9114612,0.435511,-1.0879968,0.01334769,-1.9626205,-0.24991086,-2.5487282,-0.7063366,1.8867679,-0.9512908,1.7925063,31.98194,
TCGA-AX-A0J0-01A-11R-A109-07,0.36423066,0.65960425,2.0441835,-3.9587026,-0.939035,1.5647444,0.54368204,-4.3953676,0.2778966,-2.2221725,0.019214218,1.6390457,0.2859759,-2.8820493,1.5676265,0.28278965,0.4117406,2.374939,-3.7920187,3.3096094,0.13532703,-2.998405,-0.7649242,-4.06336,-1.4068183,-0.9627389,0.120836504,-2.0891383,0.7277098,-2.5624187,-1.3165365,0.9328557,17.569649,0.0
TCGA-D1-A162-01A-11R-A118-07,-2.5102634,0.7937213,-0.14078565,-0.5816497,0.6005565,0.80997634,-0.5824894,-3.863024,0.92764896,-1.4309549,-2.373364,1.3839599,-1.1768674,-1.7585019,-2.2687223,0.96983427,-0.4402103,0.7453492,-0.027034745,-0.848975,1.5508995,0.20107694,0.19142613,-2.3432171,-2.3405738,-0.3915212,1.0329889,0.089079514,1.2139741,1.874445,2.623157,0.28911206,12.09795,0.0
TCGA-B5-A11G-01A-13R-A118-07,-3.517889,-4.3660917,-3.9008834,-0.38874546,-0.23811845,1.6144714,-0.75354975,-0.013605404,-0.22423841,2.9398916,-1.9055382,-0.13860512,1.6976259,1.690109,-1.0969605,0.39005274,-0.30222526,4.973375,0.24540336,0.05406936,-0.6287534,-0.43035668,-3.0028203,1.3090148,-1.2034523,-1.595547,0.610967,-0.95936716,0.086342596,0.4626864,3.3072429,0.09395781,27.66015,
TCGA-KP-A3W1-01A-11R-A22K-07,-2.0589879,-1.5711251,-4.785192,-1.9373078,3.1756723,4.2612567,1.2799684,-0.6554487,-1.7178384,0.46470666,5.101979,0.9641949,4.771247,1.3390963,-0.22484347,0.809327,-2.3005354,-0.9339429,-2.6917193,-2.6965697,1.2831658,-1.8819904,-4.7635694,2.6086218,0.8091899,-0.23202772,-0.60747266,3.5949244,2.4306264,1.3401309,0.62038326,-1.4946718,23.189322,
TCGA-DI-A2QY-01A-12R-A19W-07,-0.87034154,-2.0523102,-3.7242022,0.9613941,-1.1486493,0.13133979,-0.7860495,2.3889062,-0.3775865,2.122433,2.1536682,3.287595,-0.18821019,2.2193542,-0.2808042,4.1020875,-0.16473542,3.9065232,-2.3735952,1.1849171,3.6422668,-1.2348322,-3.6192508,-2.175582,2.5419014,-2.0109696,-2.7403615,-0.14217372,0.7386677,1.9216046,-1.170839,2.0160477,28.81644,
TCGA-BG-A0MK-01A-51R-A19W-07,-2.8061385,-1.4264365,-1.0976207,-1.3031191,-0.63288385,1.4732225,-2.4807465,-1.0918833,-2.092292,-2.659979,-1.5854518,-0.016542882,2.6864905,2.0212135,-3.4273844,3.8098066,0.098247856,0.85924137,0.43936446,-1.8430973,1.3240396,4.160722,-2.4268458,-1.531583,-2.1366239,0.8646773,0.7605203,0.5890823,0.9292027,3.3781066,-1.8899125,0.33960643,17.882275,
TCGA-DI-A0WH-01A-12R-A12I-07,-1.1481035,-3.2584808,-2.0971863,-0.9866631,-2.385282,-1.175222,0.16648509,1.7028992,-0.55984336,1.2497827,0.057790503,1.8912134,1.3943188,-0.4397173,0.43092206,3.0752091,-0.787662,3.8416412,0.8553249,-0.38203385,-0.25839752,-1.0686315,-0.76974577,-0.67992175,1.2679878,-1.7503152,2.2047045,-3.503795,1.8434513,-1.9457723,-0.72206146,1.5946352,51.412804,
TCGA-EY-A548-01A-11R-A27V-07,-1.7674892,-0.7374373,-1.6789925,0.5017587,-0.6361944,0.80423915,0.8369356,0.40100214,-0.51260465,0.43947595,-2.4699569,0.15489344,0.8169528,0.37954503,0.23070791,0.8311241,-0.66930026,1.4377068,-0.10765081,0.91557884,1.8854723,1.7952071,-0.69298816,-2.1109552,-0.7282678,-1.1858321,-1.224394,-1.1120603,2.939614,-0.9444043,-3.0946183,-2.337794,21.294048,
TCGA-A5-A0R8-01A-11R-A104-07,-0.42091286,-3.0178778,-0.426278,-0.3116812,-0.7773893,2.440192,-2.7139475,1.09011,0.29244578,-0.12675582,0.5182131,-1.2455701,3.2082727,2.708065,-3.137103,1.4202464,2.356233,1.8770782,-1.1793395,-0.71513844,0.08742251,2.0341969,-4.7199607,3.5192292,-0.7665747,-0.48207492,-0.30704564,1.2417195,-0.8996351,2.1857939,1.2502164,1.5807059,8.079724,1.0
TCGA-DF-A2KN-01A-11R-A180-07,0.14988329,0.74975026,-0.71382964,-2.302502,-0.9155718,2.8177004,0.0994741,-1.5235193,-1.3176298,-1.9711937,1.5779933,0.53407913,1.9115627,-1.3664469,-1.4185117,3.0496645,0.2089962,-2.1337774,-2.409466,-0.34249964,-0.091724396,1.8493245,-1.077721,-0.46484646,-0.3777628,-0.7355013,-0.6352867,1.3858907,0.85509026,0.96371853,0.54774475,-1.9209847,17.235,
TCGA-BK-A0CA-01A-21R-A277-07,-2.1284442,0.8865411,3.0351088,-1.8847934,-2.0978394,-0.954445,2.3424966,-3.7952127,-0.6085886,-6.279489,2.6458118,3.1701944,2.4304588,1.7679888,-7.6712203,0.10416659,-3.1272376,-2.331513,-3.3892798,-2.005307,3.4953043,1.5990442,1.0566956,-2.2879407,-9.208027,-0.897531,-1.8285992,-1.2471992,-1.2402924,2.3735068,-2.1778667,-1.9689614,7.401341,0.0
TCGA-BK-A0CA-01A-21R-A118-07,-0.6021724,-1.3453375,2.035461,-1.3707501,-1.5718155,-0.042277183,-1.2397587,-2.5670092,0.10361018,-2.6852636,1.453295,0.9906074,2.3559353,-0.2727253,-5.2439947,0.49880528,-0.08925969,0.06625316,-2.7280688,-0.61684656,1.8481262,1.7960831,-0.06706451,0.4753182,-3.8116195,-0.1668001,-0.44909814,-1.1407765,-0.64281094,2.4658308,0.015776742,-0.8551058,3.881973,0.0
TCGA-EY-A1H0-01A-11R-A13S-07,-2.8087611,-2.1320195,-0.30394742,-1.7210463,-1.9009571,0.008133607,-2.292132,-1.9282987,0.6574535,1.752684,0.87087077,-1.6896708,4.4335847,-0.761098,-5.3511124,-0.09665747,2.4853659,3.4774437,-1.3613595,1.0419955,0.3554353,-0.25404638,-1.2805749,1.3752732,-1.5680858,-2.0456066,1.2298738,0.19167234,-0.87311596,-2.2482388,-4.3508706,-0.9871765,11.15689,1.0
